text_clean,campaign
"Your loan has been approved! Click this link now to get TK5,00,000 loan at only 5% interest",1
"With the smartphone in your hand, if you want to earn online safely 100%, contact us. There is no withdrawal option, no hassle with withdrawal. If you earn one taka, you can cash it out. 100% desatellized project, so once activated you can earn for life. Telegram : @TanimHasan7 Our telegram group link [URL]",1
Mashrafi-র সাথে dinner করার chance পেতে BPL-এ bet করুন। Start করুন: [URL],4
একটি ক্লিকে বিস্তারিত জানুন কীভাবে ইনকাম করতে হয়! ঘরে বসে মোবাইল থেকে টাকা ইনকাম করুন: [URL],5
Earn money using mobile! New 2023 method. Join for details: [URL],1
অভিনন্দন! আপনি Amazon উপহার কার্ডে $1000 জিতেছেন। দাবি করতে নীচের লিঙ্কে ক্লিক করুন. bit.ly/45673,5
"মাত্র ২০০ টাকা ইনভেস্ট করে জিতুন ২০০% পর্যন্ত স্বাগত বোনাস Nagad88 এ, যে কোনো পরিমাণ টাকা তুলতে পারবেন।",5
ad fee lagbe na. 🎁🎁 protodin $1 theke $2 dollar income korte parben echharao aro income ache jodi keu korte chan inbox-e message den.,6
আপনি recent prize জিতেছেন! Claim code: 98321 at [URL],3
"Dear customer, আজ রাত ১১.৩০ টায় electricity office থেকে আপনার electricity connection disconnect করা হবে কারণ আপনার previous month-এর bill payment করা হয়নি। Please অবিলম্বে আমাদের electricity officer-এর সাথে [PHONE] number-এ contact করুন thanks।",5
Sonali Bank lottery: Apni ekta iPhone 14 win korechen. Prize claim korte 5500TK processing fee pay korte hobe bkash number [PHONE] e. Payment na korle prize cancel hobe.,8
আপনার insurance policy update করতে call করুন [PHONE],3
জনতা ব্যাংক থেকে জরুরি বার্তা। কল করুন: [PHONE],9
আপনার City Bank card expired হয়েছে। Update করতে click করুন [URL] before any transaction fail occurs,3
ফুটবলে বাজি ধরুন এবং একটি বিলাসবহুল গাড়ি জিতুন। ক্লিক করুন: [URL],0
"Get BDT 2,000 discount on your next Grameenphone recharge.",1
"Earn TK 400,000 by investing TK 200,000! Call: [PHONE]",1
Bideshe porashonar jonno 100% scholarship. Kono fee nei. Abednon korte ajei jogajog korun. Jogajog: [PHONE],6
"Hello, amar nam Aliye. Apnake birokto korar jonne dukkho. Ami [URL] er manob shompod bibhag theke bolchi. Apnar koyak minute shomoy nite pari ki? 2:30 oporahno Amader company apnake ekta part-time kaj dite pere anondo, ja apni apnar free shomoyey korte parben, tai amader prochur shonkhyok shohojogi kormi niyog korte hobe (kono fee ebong kono investment nei). Ei kajta sohoj ebong nomonyo ebong apnar bortoman kajer shathe konobhabei badha debe na. Porey apni protidin matro 5-10 miniter moddhe shojei 300-1200 taka uparjon korte parben. Apni ki ei kajti te agrohee?",6
সতর্কতা ! অর্ডার আইডি #MFHK98Z SONY Alpha SLT-A55 DSLR ক্যামেরার জন্য AMZ-এ আপনার কার্ড থেকে $765.00 চার্জ করা হয়েছে। বাতিল এবং ফেরত পেতে? আমাদের কল করুন + 1844 6620 383,5
Bet on ISL and win a new smartphone. Click here: [URL],4
You can earn 20 to 30 thousand per month 🌺\nContact number [PHONE] 💢,1
"আজই আইপিএলে বাজি ধরুন এবং ১০,০০০ টাকা ক্যাশব্যাক জিতুন। শুরু করুন: [URL]",0
"Follow this link to claim your free reward, contact: [PHONE]",1
Your broadband bill overdue 2200 TK. Disconnection in 2 hours: [URL] Pay now!,1
Jara free-te income korte chan shudhu tara amader telegram link-e duke kaj shuru kore den [URL],6
ISL এ bet করুন এবং নতুন smartphone জিতুন। এখানে click করুন: [URL],2
"Congratulations! You have won 50,000 taka cash prize. To claim your prize, call 018XX.",1
"প্রিয় ব্যবহারকারী, আপনার ফেসবুক একাউন্ট স্থগিত হবে। পুনরুদ্ধার করতে আপনার মোবাইল OTP দিন এই লিঙ্কে: [URL]",5
Binamulye crypto pawar sujog! Ekhane click korun: [URL],6
Ramazan-er upohar [URL],6
"Dear DBBL customer, apnar account er against e ekta unusual foreign transaction identify kora hoyeche. Ei suspicious activity immediately block kora hoise. Apnar balance protect korte verification korte hobe within 24 hrs. Kindly visit this secure page: [URL] and provide apnar NID, pin, and password. Delay hole apnar account permanently freeze hoye jabe.",8
Click here to update Janata Bank account: [URL],7
Ad fee লাগবে না। 🎁🎁 Daily $ 1 থেকে $2 dollar income করতে পারবেন এছাড়াও আরো income আছে যদি কেউ করতে চান inbox এ message দেন।,5
Earn TK 46 lakh for free from 46 mining apps - from home with mobile,1
"2,00,000 taka investment এ 4,00,000 taka অর্জন করুন! Call করুন: [PHONE]",6
Call to update your internet package [PHONE],1
আপনার ক্রেডিট স্কোর আপডেট করতে কল করুন [PHONE],9
"20,000 taka binimoye 60,000 taka pan! Kol korun: [PHONE]",6
Apnar income tax verify korte call korun [PHONE],8
জনতা ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: [URL],2
IPL special offer! Betting শুরু করুন এবং একটি free laptop win করুন। Click করুন: [URL],4
"Play now, win 5 smartphones! Don't miss the opportunity, click: [URL] ; charge including tax TK 2.78/day.",1
Sonali Bank security division: Apnar debit card er unauthorized use detect kora hoyeche Dubai e. Ei activity suspicious ar apnar account er taka at risk ache. Please confirm ekhuni [URL] visit kore. Confirmation chara card deactivate hobe.,8
Win a brand new bike! Participate in our survey at [URL],1
Your bKash account has been blocked. Click here to reactivate: [URL],7
আপনার UCB card unusual purchase detect হয়েছে। Confirm করতে visit করুন [URL] এবং OTP 5923 submit করুন,3
200TK free bonus! Chance to win 5000TK. [URL],4
Mashrafee-r সাথে free dinner-er chance পেতে casino-তে bet করুন। Start করুন: [URL],4
Apnar phone number ti 5000 taka puroshkar jiteche! Bistarito jante call korun [PHONE],6
প্রতিদিন ৫০০-৭০০ টাকা ইনকাম করুন নতুন সিম নিয়ে! বিস্তারিত জানতে ইনবক্স করুন।,5
Click to talk on video or call [URL],1
"8,000 টাকা investment-এ 24,000 টাকা পান! Call করুন: [PHONE]",3
Rocket er taraf theke urgent SMS: Apnar account block hote cholche as your identity mismatched. Please resend apnar date of birth with NID number to this secure mail: [URL] Eita na korle account permanently terminate hoye jabe.,8
"ডেইলি ৫০০,৭০০,১০০০ টাকা ইনকাম ইমারজে'ন্সি লোক লাগবে। কেউ করতে চাইলে আমাকে মে'সেজ দিন।",5
"Hot wallet token diye diyeche 1 token $5.00 jara olpo shomoy-e beshi income korte chan, ekhoni join korun Link: [URL]",6
আপনার চাকরির পেমেন্ট পেন্ডিং। ক্লেইম করুন: claim-salary.tk,5
জনতা Bank account-এ problem হয়েছে। Call করুন: [PHONE],3
সোনালী Bank account block হয়েছে। Reactivate করতে click করুন: [URL],3
শুধু মোবাইল থাকলে আপনিও পারবেন মাসে কমপক্ষে [PHONE] টাকা আয় করতে। বিস্তারিত জানতে [PHONE],5
